Casename	Study	stat_para	stat_aneu	stat_red	stat_yel	stat_wht	stat_dom	stat_bod	stat_nek	stat_part	stat_press	
agh084.1	msa.2	max	4075222.75	3492260.03	     0.00	     0.00	2829396.33	4075222.75	3535938.17	1692511.94	4075222.75	
agh084.1	msa.2	min	  3047.47	299699.30	     0.00	     0.00	  3648.96	  3047.47	  6164.73	   416.98	   416.98	
agh084.1	msa.2	stddev	754861.32	851947.47	     0.00	     0.00	484032.69	793903.92	856983.48	227207.07	636892.88	
agh088.1	msa.2	mean	1364638.63	1950540.37	     0.00	481043.97	953756.48	1510087.49	1505145.83	565125.63	751417.28	
agh088.1	msa.2	max	3343288.23	3343288.23	     0.00	812155.25	1787718.75	3343288.23	2667439.16	2963168.76	3343288.23	
agh088.1	msa.2	min	  2222.84	  3525.52	     0.00	313923.21	  2222.84	280564.59	108703.44	   132.87	   132.87	
agh088.1	msa.2	stddev	610054.21	944048.01	     0.00	 89143.37	499149.41	587090.09	561763.82	338040.42	537215.50	
agh096.1	msa.2	mean	1332958.70	2061733.96	     0.00	239663.23	1664740.93	1203602.47	1218779.38	388702.23	578142.80	
agh096.1	msa.2	max	4306062.29	4306062.29	     0.00	604864.95	4306062.29	4265700.35	2865822.13	2187048.18	4306062.29	
agh096.1	msa.2	min	  4004.02	  5891.73	     0.00	  4004.02	139534.31	  4004.02	  4111.20	   123.95	   123.95	
agh096.1	msa.2	stddev	931171.74	1175395.86	     0.00	126698.13	991219.90	935559.00	721806.41	274719.72	614230.96	
agh098.1	msa.2	mean	1379144.83	1769123.18	     0.00	377789.35	1763569.87	1428745.09	801682.40	287506.30	527079.97	
agh098.1	msa.2	max	4765593.95	4765593.95	     0.00	1738387.40	3003507.74	4765593.95	3365679.67	1381456.86	4765593.95	
agh098.1	msa.2	min	   438.48	   438.48	     0.00	  9973.13	203618.45	   438.48	 11232.37	   268.66	   268.66	
agh098.1	msa.2	stddev	909861.16	884103.63	     0.00	282294.54	585290.07	1038853.83	587786.57	192164.64	642065.05	
agh101.2	msa.2	mean	900353.62	1043721.31	     0.00	563540.38	658950.74	828424.45	1300397.16	537605.67	575980.96	
agh101.2	msa.2	max	2421283.43	2421283.43	     0.00	1003389.77	1037821.69	1939204.91	2421283.43	2127028.66	2421283.43	
agh101.2	msa.2	min	  3800.61	 42578.22	     0.00	176114.20	  3800.61	  7132.36	260768.49	    50.81	    50.81	
agh101.2	msa.2	stddev	433177.16	562774.93	     0.00	166067.88	293244.74	331711.23	465913.56	323301.22	354633.26	
agh101.4	msa.2	mean	1328525.58	1674515.17	     0.00	     0.00	1008928.24	1485626.90	1412633.83	375630.00	625297.10	
agh101.4	msa.2	max	7104130.89	5579224.70	     0.00	     0.00	2436567.22	7104130.89	3579634.76	3259845.00	7104130.89	
agh101.4	msa.2	min	  4136.71	 24676.65	     0.00	     0.00	  4136.71	 15512.33	  9262.59	   345.56	   345.56	
agh101.4	msa.2	stddev	877742.02	870616.79	     0.00	     0.00	581806.14	994358.93	811030.98	272520.21	657450.65	
agh101.5	msa.2	mean	850739.65	646930.14	     0.00	     0.00	616057.82	875670.51	1069668.79	391179.54	439286.21	
agh101.5	msa.2	max	1958087.17	903288.09	     0.00	     0.00	1005792.27	1943327.02	1958087.17	2042070.88	2042070.88	
agh101.5	msa.2	min	  2665.25	355455.99	     0.00	     0.00	  2665.25	 27110.56	102622.73	    12.96	    12.96	
agh101.5	msa.2	stddev	411644.41	150042.29	     0.00	     0.00	237406.50	400358.28	453577.58	205582.16	274538.89	
agh103.1	msa.2	mean	1606838.77	2102241.82	     0.00	853834.06	1724473.77	1298584.35	2101029.90	655273.57	966945.21	
agh103.1	msa.2	max	4913248.55	3474869.84	     0.00	1821244.65	3587831.67	3738217.64	4913248.55	3955561.57	4913248.55	
agh103.1	msa.2	min	  4043.47	204339.00	     0.00	106539.96	 38486.88	  4043.47	284503.43	   241.36	   241.36	
agh103.1	msa.2	stddev	931351.92	921955.84	     0.00	329056.98	744716.91	811019.72	1123465.10	481857.20	799802.22	
agh106.2	msa.2	mean	596467.40	1011838.14	     0.00	394275.03	507224.55	533833.71	800310.93	452670.87	468837.03	
agh106.2	msa.2	max	1903796.07	1422688.39	     0.00	894230.51	950872.60	1843290.04	1903796.07	1422688.39	1903796.07	
agh106.2	msa.2	min	  2197.44	592671.28	     0.00	  2197.44	 23836.30	 83636.37	  2197.44	   107.98	   107.98	
agh106.2	msa.2	stddev	342537.74	208085.60	     0.00	157274.65	208049.23	312206.58	416209.67	235763.82	254145.17	
agh110.1	msa.2	mean	659897.79	747111.81	     0.00	317499.10	535410.40	707298.47	715298.60	307239.86	354829.30	
agh110.1	msa.2	max	1588971.79	1354283.36	     0.00	457305.28	1182640.21	1588971.79	1212831.92	1164497.27	1588971.79	
agh110.1	msa.2	min	  3398.66	 68463.36	     0.00	170583.10	  3398.66	174978.60	 77018.01	   246.55	   246.55	
agh110.1	msa.2	stddev	310942.34	223064.90	     0.00	 61142.87	335583.68	303757.71	243447.89	175030.37	232522.52	
agh128.1	msa.2	mean	1176545.75	2269628.73	     0.00	514147.49	724391.10	1347489.03	1763056.05	583718.87	868642.03	
agh128.1	msa.2	max	6314823.62	5656800.36	     0.00	4163509.86	5982493.38	6314823.62	5409273.51	3962798.32	6314823.62	
agh128.1	msa.2	min	  1401.88	  5311.51	     0.00	  1428.25	  2443.94	  1401.88	  1428.25	   290.47	   290.47	
agh128.1	msa.2	stddev	1093945.39	1209031.95	     0.00	365828.14	773803.43	1122012.00	1251384.29	358999.95	854301.26	
agh136.1	msa.2	mean	873188.96	726510.95	     0.00	424183.75	538110.62	890440.28	1390573.83	426608.08	548585.12	
agh136.1	msa.2	max	3334817.83	2502452.69	     0.00	917110.49	1538609.36	3028338.91	3334817.83	3670211.81	3670211.81	
agh136.1	msa.2	min	   332.94	  9407.78	     0.00	 14405.80	  9407.78	   332.94	   632.53	   259.57	   259.57	
agh136.1	msa.2	stddev	688900.90	471079.30	     0.00	158331.34	229486.38	662607.01	893579.59	329209.76	497992.90	
agh137.1	msa.2	mean	1060601.33	1235781.26	     0.00	     0.00	677487.25	1267830.76	1199308.80	442203.94	548663.75	
agh137.1	msa.2	max	2524242.14	2524242.14	     0.00	     0.00	2524242.14	2482133.92	2291803.33	1982951.00	2524242.14	
agh137.1	msa.2	min	  1192.16	 18573.25	     0.00	     0.00	  1192.16	199596.85	459120.89	   385.93	   385.93	
agh137.1	msa.2	stddev	561637.47	609907.77	     0.00	     0.00	497175.47	501374.49	467688.70	251262.04	401333.57	
agh140.1	msa.2	mean	677670.99	1516696.27	     0.00	291233.22	242944.04	716850.17	1224271.57	444092.11	488436.83	
agh140.1	msa.2	max	3166648.30	3105641.71	     0.00	1320241.69	1118383.68	3105641.71	3166648.30	3383530.77	3383530.77	
agh140.1	msa.2	min	  1480.97	 44603.64	     0.00	  1480.97	  1480.97	 25685.95	 16034.92	   279.34	   279.34	
agh140.1	msa.2	stddev	637774.40	766898.49	     0.00	162669.17	143578.77	571031.08	772779.99	340218.93	423542.09	
agh142.2	msa.2	mean	868005.72	     0.00	     0.00	     0.00	556198.72	991902.27	953873.58	574260.38	603095.08	
agh142.2	msa.2	max	1826400.63	     0.00	     0.00	     0.00	1198925.55	1663893.46	1826400.63	1968780.77	1968780.77	
agh142.2	msa.2	min	 10630.43	     0.00	     0.00	     0.00	 10630.43	331602.09	 55602.62	   606.46	   606.46	
agh142.2	msa.2	stddev	338353.70	     0.00	     0.00	     0.00	320105.61	182475.80	396072.67	338979.41	350005.79	
agh143.1	msa.2	mean	1107833.46	784645.34	     0.00	624083.17	1095953.80	1053410.86	1276549.38	543889.63	669777.54	
agh143.1	msa.2	max	2741284.99	2316531.84	     0.00	1131569.49	1593539.45	2666472.80	2741284.99	2205422.24	2741284.99	
agh143.1	msa.2	min	  2997.14	  9666.23	     0.00	329824.56	  6580.57	  2997.14	  9674.99	   384.75	   384.75	
agh143.1	msa.2	stddev	550955.14	601754.20	     0.00	136427.81	327143.18	589299.43	729372.76	245639.77	412039.63	
agh145.1	msa.2	mean	1280615.49	1365177.39	     0.00	388926.26	1163180.46	1238385.70	1533928.46	484756.81	853097.07	
agh145.1	msa.2	max	3013105.09	3013105.09	     0.00	1410583.23	3013105.09	2966081.66	2984348.80	2499197.12	3013105.09	
agh145.1	msa.2	min	  1673.29	  7606.28	     0.00	  1673.29	  1673.29	  4051.02	 16784.32	   299.82	   299.82	
agh145.1	msa.2	stddev	698882.09	775870.92	     0.00	284640.85	617552.22	733594.26	639926.13	340902.86	667801.59	
agh148.1	msa.2	mean	1061850.18	477833.07	     0.00	298083.54	934141.17	915186.70	1526247.49	478885.22	590331.19	
agh148.1	msa.2	max	11036879.21	1326654.51	     0.00	796624.79	2080250.50	3101343.54	11036879.21	13071278.87	13071278.87	
agh148.1	msa.2	min	   387.53	121503.62	     0.00	 35572.81	 16764.78	   387.53	  5122.69	   276.68	   276.68	
agh148.1	msa.2	stddev	933615.31	267720.01	     0.00	126999.77	551040.54	680069.55	1454366.02	394047.43	587171.44	
agh149.1	msa.2	mean	759189.23	1135883.32	     0.00	393734.26	319142.67	779577.81	1173441.20	439338.16	529154.15	
agh149.1	msa.2	max	2960011.94	1416872.95	     0.00	1307071.43	1001824.39	2942829.64	2960011.94	1825291.45	2960011.94	
agh149.1	msa.2	min	  6972.38	788053.08	     0.00	  7408.31	 42032.70	 15423.25	  6972.38	   378.70	   378.70	
agh149.1	msa.2	stddev	663559.55	187874.34	     0.00	220513.89	152933.26	602713.54	810600.74	272346.77	444575.48	
agh153.1	msa.2	mean	505574.51	     0.00	     0.00	434831.22	540702.06	426215.77	666746.99	394674.53	431213.33	
agh153.1	msa.2	max	2072781.14	     0.00	     0.00	1325902.94	1294492.54	1972587.14	2072781.14	2317335.98	2317335.98	
agh153.1	msa.2	min	   744.71	     0.00	     0.00	   744.71	  1337.54	   744.71	  6331.41	   196.20	   196.20	
agh153.1	msa.2	stddev	305557.39	     0.00	     0.00	211711.10	280605.89	234229.24	429099.18	253116.54	277750.48	
cta3_left	msa.2	mean	1238255.37	     0.00	     0.00	566104.78	1210887.16	1132618.91	1643606.38	418991.20	822910.60	
cta3_left	msa.2	max	4978856.78	     0.00	     0.00	1376004.22	2835563.31	2910823.12	4978856.78	2782587.08	4978856.78	
cta3_left	msa.2	min	  1641.95	     0.00	     0.00	 69232.47	  1641.95	  4472.33	  3787.80	    95.91	    95.91	
cta3_left	msa.2	stddev	733013.38	     0.00	     0.00	229494.06	501107.63	693092.10	1118780.72	320278.03	696188.03	
cta3_right	msa.2	mean	907409.81	1717210.66	     0.00	395345.98	721262.15	909496.67	1227765.97	525832.99	659709.11	
cta3_right	msa.2	max	4597638.24	4062850.24	     0.00	1018031.49	4008525.15	4062850.24	4597638.24	3778376.84	4597638.24	
cta3_right	msa.2	min	  1012.13	 51571.02	     0.00	  1012.13	  1379.24	  1989.15	  1012.13	    78.72	    78.72	
cta3_right	msa.2	stddev	902876.45	965020.66	     0.00	207409.03	745005.66	888419.31	1080173.65	312356.70	618469.40	
cta5	msa.2	mean	1598690.38	     0.00	     0.00	     0.00	1471138.20	1522515.76	1983982.42	443280.61	960560.84	
cta5	msa.2	max	5980434.54	     0.00	     0.00	     0.00	3106544.16	3097637.22	5980434.54	4294071.63	5980434.54	
cta5	msa.2	min	  3908.13	     0.00	     0.00	     0.00	  3908.13	 14603.18	  7332.99	   254.44	   254.44	
cta5	msa.2	stddev	825757.86	     0.00	     0.00	     0.00	734539.14	669793.67	1148156.34	314276.61	830614.17	
micro04	msa.2	mean	1228036.66	1191750.09	     0.00	     0.00	895109.78	1304395.61	1484476.24	460450.91	688268.05	
micro04	msa.2	max	3024151.24	3297614.62	     0.00	     0.00	1872056.20	2508956.16	3024151.24	3297614.62	3297614.62	
micro04	msa.2	min	   920.91	343807.57	     0.00	     0.00	   920.91	465964.08	 15786.25	    38.12	    38.12	
micro04	msa.2	stddev	521338.59	584109.57	     0.00	     0.00	454548.86	360267.70	657669.88	303313.31	518005.90	
micro06	msa.2	mean	1225891.75	2059410.86	     0.00	367023.03	986381.61	1246911.74	1565849.51	462645.86	748587.80	
micro06	msa.2	max	3615318.62	3535689.62	     0.00	1870667.89	3325648.24	3535689.62	3615318.62	3022315.55	3615318.62	
micro06	msa.2	min	   689.94	334902.66	     0.00	   689.94	   689.94	  1006.32	 17054.68	   175.92	   175.92	
micro06	msa.2	stddev	886924.55	746055.43	     0.00	258913.96	803123.09	896950.80	875129.15	313115.46	701781.21	
micro08	msa.2	mean	850326.23	1241391.88	     0.00	370212.98	935851.76	788851.53	868757.85	280795.54	487785.38	
micro08	msa.2	max	2205780.19	1757177.12	     0.00	840560.00	1757177.12	1949912.09	2205780.19	1280032.03	2205780.19	
micro08	msa.2	min	   319.89	424087.13	     0.00	  1337.76	  3724.75	   319.89	  1337.76	    35.93	    35.93	
micro08	msa.2	stddev	525727.50	267026.15	     0.00	175444.96	393823.81	548063.10	591983.01	189987.92	445499.68	
micro09	msa.2	mean	868220.20	     0.00	     0.00	460298.84	405185.63	945000.59	1314743.53	517634.04	559287.89	
micro09	msa.2	max	5704784.85	     0.00	     0.00	2223553.94	1209031.17	3674689.88	5704784.85	4890123.47	5704784.85	
micro09	msa.2	min	  4345.04	     0.00	     0.00	   787.15	  5073.16	 28392.29	  4345.04	   156.05	   156.05	
micro09	msa.2	stddev	797883.23	     0.00	     0.00	427630.03	265440.77	630178.30	1151623.09	277221.00	395255.18	
micro10	msa.2	mean	774339.87	1576712.01	     0.00	225701.92	720201.24	850782.82	612047.04	389474.06	507169.69	
micro10	msa.2	max	2179202.03	2179202.03	     0.00	504028.34	1416083.37	2179202.03	1276299.26	1113115.70	2179202.03	
micro10	msa.2	min	  4896.76	783183.39	     0.00	 18731.80	 18731.80	 52200.23	  4896.76	  2057.17	  2057.17	
micro10	msa.2	stddev	384834.88	370164.67	     0.00	 98636.65	352225.33	401208.34	316608.34	238689.34	350850.60	
micro12	msa.2	mean	1489495.47	     0.00	     0.00	593436.50	1689180.78	1319358.15	1593342.48	486826.79	929434.15	
micro12	msa.2	max	5678919.94	     0.00	     0.00	2185157.15	3515008.67	3296069.43	5678919.94	3988344.41	5678919.94	
micro12	msa.2	min	   234.01	     0.00	     0.00	   234.01	  5635.54	   234.01	  6057.88	   267.48	   234.01	
micro12	msa.2	stddev	995410.24	     0.00	     0.00	406145.40	909888.21	896670.64	1270421.23	328318.42	863414.03	
micro13	msa.2	mean	1166759.72	2591813.08	     0.00	524050.24	1210335.75	1087732.20	1289160.53	347412.36	731180.57	
micro13	msa.2	max	4357753.26	4357753.26	     0.00	956251.06	2617629.87	4357753.26	3607916.21	2033384.13	4357753.26	
micro13	msa.2	min	    54.20	1343148.05	     0.00	195510.01	 48549.58	    54.20	  1549.40	  1496.06	    54.20	
micro13	msa.2	stddev	762367.29	949276.36	     0.00	129960.97	481576.21	828928.19	846368.58	219119.92	681844.67	
micro14	msa.2	mean	1677756.96	1521057.42	     0.00	809337.18	1668694.30	1670638.22	1708289.28	538647.90	1087472.23	
micro14	msa.2	max	5355089.88	5355089.88	     0.00	2183172.75	3426045.38	3551920.36	5355089.88	4855851.43	5355089.88	
micro14	msa.2	min	   594.11	114306.23	     0.00	  2170.07	   594.11	  2402.54	   934.62	   198.15	   198.15	
micro14	msa.2	stddev	972841.60	1107050.11	     0.00	397900.90	787737.71	1001458.39	1131262.34	333034.08	915108.60	
micro15_l	msa.2	mean	1656099.00	5388935.63	     0.00	701310.37	1907105.53	1722601.56	1110895.66	375217.34	1213783.60	
micro15_l	msa.2	max	7361865.24	7361865.24	     0.00	2035298.91	7295158.18	7361865.24	3578289.48	1660184.40	7361865.24	
micro15_l	msa.2	min	  4281.75	1526836.99	     0.00	  6042.05	  4281.75	  5726.02	  9352.02	   185.32	   185.32	
micro15_l	msa.2	stddev	1306890.50	1294762.72	     0.00	347573.07	1159138.51	1459599.79	850884.11	224796.62	1227407.16	
micro15_r	msa.2	mean	533338.80	1718061.67	     0.00	314351.82	265047.63	498341.31	1034430.02	415165.68	452926.44	
micro15_r	msa.2	max	3921571.82	3921571.82	     0.00	1122220.13	631129.17	3830863.26	3921571.82	1829192.18	3921571.82	
micro15_r	msa.2	min	  2389.91	433027.59	     0.00	  2389.91	  2389.91	 70589.93	 19582.92	   118.98	   118.98	
micro15_r	msa.2	stddev	578121.89	857909.17	     0.00	126303.50	113022.53	553892.96	730737.22	234457.55	383717.49	
micro18	msa.2	mean	2073280.02	3105477.92	     0.00	     0.00	2000094.01	1979813.81	2389154.31	458450.12	1322329.69	
micro18	msa.2	max	7337746.46	5783954.59	     0.00	     0.00	4769944.80	4544688.14	7337746.46	6131848.70	7337746.46	
micro18	msa.2	min	   920.86	641334.94	     0.00	     0.00	 11068.06	   920.86	   979.14	   102.72	   102.72	
micro18	msa.2	stddev	1256579.59	1477916.71	     0.00	     0.00	1019166.56	1247857.79	1505906.50	403518.05	1252660.47	
mri8	msa.2	mean	1198513.90	     0.00	     0.00	408949.40	716106.33	1439811.65	1321946.29	466751.15	760894.23	
mri8	msa.2	max	4217734.85	     0.00	     0.00	1820470.64	1972026.68	4217734.85	3660123.02	1734354.08	4217734.85	
mri8	msa.2	min	  1005.52	     0.00	     0.00	 16692.98	  3473.20	  1005.52	  5895.21	   464.07	   464.07	
mri8	msa.2	stddev	725028.95	     0.00	     0.00	270226.02	458832.85	730291.38	678215.26	236180.91	611049.77	
mri9	msa.2	mean	1649614.27	     0.00	     0.00	408183.00	1275526.04	1560870.66	2413553.88	499551.84	977768.07	
mri9	msa.2	max	6766049.09	     0.00	     0.00	864137.87	3667834.73	4032096.89	6766049.09	3229981.62	6766049.09	
mri9	msa.2	min	  2772.82	     0.00	     0.00	187451.48	  2772.82	 38720.61	 22885.43	   853.96	   853.96	
mri9	msa.2	stddev	1114775.50	     0.00	     0.00	120717.89	927293.36	945871.05	1339169.81	331180.95	949793.70	
newCTA23	msa.2	mean	853617.66	     0.00	     0.00	451210.42	730922.82	780535.82	1258631.11	381801.23	626031.69	
newCTA23	msa.2	max	4038542.56	     0.00	     0.00	1236940.60	2339796.36	3693024.60	4038542.56	2420748.56	4038542.56	
newCTA23	msa.2	min	  1884.36	     0.00	     0.00	  1884.36	  3493.10	  1884.36	 65275.42	   416.17	   416.17	
newCTA23	msa.2	stddev	734276.02	     0.00	     0.00	219714.07	466307.57	752765.71	935643.31	251557.24	604316.57	
newCTA33	msa.2	mean	1668019.09	3991839.67	     0.00	     0.00	1185695.99	1893327.55	1781584.12	436734.76	685229.24	
newCTA33	msa.2	max	5258677.26	5258677.26	     0.00	     0.00	3572085.97	5258677.26	4181428.47	2213930.13	5258677.26	
newCTA33	msa.2	min	  1584.47	2139220.28	     0.00	     0.00	  1584.47	 50544.41	 13632.56	   806.38	   806.38	
newCTA33	msa.2	stddev	1063143.78	695384.28	     0.00	     0.00	758066.26	1167194.23	964318.81	290249.83	734554.09	
newCTA35	msa.2	mean	1182988.91	2094008.14	     0.00	248921.80	956216.62	1251015.41	1318597.40	493594.48	585884.03	
newCTA35	msa.2	max	4493268.22	4493268.22	     0.00	1341673.74	1894243.30	4065069.48	4493268.22	3340944.96	4493268.22	
newCTA35	msa.2	min	   749.87	307182.98	     0.00	   563.55	 12182.19	  3875.83	   749.87	   124.58	   124.58	
newCTA35	msa.2	stddev	924264.28	950983.38	     0.00	213809.10	404410.79	935361.33	1233604.09	341808.21	520249.65	
nwh002.1	msa.2	mean	928504.24	1089599.66	     0.00	     0.00	718101.30	984261.05	1103547.42	411101.10	499758.41	
nwh002.1	msa.2	max	1949521.31	1914963.50	     0.00	     0.00	1655172.15	1936333.09	1949521.31	1760169.56	1949521.31	
nwh002.1	msa.2	min	  3402.11	656366.49	     0.00	     0.00	  3402.11	101014.40	 37115.95	   232.10	   232.10	
nwh002.1	msa.2	stddev	386403.19	285817.80	     0.00	     0.00	341877.30	355581.96	389774.09	204955.91	313694.72	
nwh004.1	msa.2	mean	985144.00	1963756.98	     0.00	271415.49	687950.24	1001727.73	1222886.83	650392.70	689811.61	
nwh004.1	msa.2	max	4052935.61	4052935.61	     0.00	1087788.27	2106049.14	4052935.61	3977937.43	2996892.16	4052935.61	
nwh004.1	msa.2	min	   384.71	457292.06	     0.00	   384.71	  2816.49	   384.71	  7155.15	   201.08	   201.08	
nwh004.1	msa.2	stddev	812928.45	876499.11	     0.00	197842.44	544256.47	900446.97	764258.13	454760.60	521455.04	
nwh006.1	msa.2	mean	969136.75	1569068.84	     0.00	161174.43	768460.91	1106794.65	927802.01	305758.04	450509.90	
nwh006.1	msa.2	max	2199302.06	2126416.93	     0.00	581097.27	2028175.31	2179489.57	2199302.06	1371156.05	2199302.06	
nwh006.1	msa.2	min	  1707.64	581496.86	     0.00	  1707.64	  1707.64	  1731.05	  8354.35	   171.32	   171.32	
nwh006.1	msa.2	stddev	540833.47	298693.64	     0.00	126352.71	514773.03	550354.61	467122.50	164432.71	400044.16	
nwh007.1	msa.2	mean	980087.55	1214440.21	     0.00	324157.45	365503.85	1080713.71	1467207.24	437282.83	487987.70	
nwh007.1	msa.2	max	3236507.90	3105277.87	     0.00	899373.00	1491896.41	3236507.90	3105277.87	2461911.86	3236507.90	
nwh007.1	msa.2	min	  3695.15	 28102.10	     0.00	  3695.15	  3695.15	 28102.10	132566.60	   600.30	   600.30	
nwh007.1	msa.2	stddev	775154.71	935110.98	     0.00	201886.17	295776.52	754204.43	743753.23	239235.20	364646.98	
nwh008.2	msa.2	mean	507714.83	589284.74	     0.00	     0.00	575188.33	473706.08	487988.89	231765.23	249866.81	
nwh008.2	msa.2	max	876696.49	855474.44	     0.00	     0.00	861805.58	843360.84	876696.49	841161.95	876696.49	
nwh008.2	msa.2	min	  1313.02	152654.11	     0.00	     0.00	152654.11	  1313.02	  5695.39	   570.02	   570.02	
nwh008.2	msa.2	stddev	207223.05	154966.79	     0.00	     0.00	170570.21	219201.60	203543.60	103243.18	132076.65	
nwh010.1	msa.2	mean	691577.00	904900.70	     0.00	     0.00	566583.90	764132.14	727952.10	441656.60	461616.97	
nwh010.1	msa.2	max	1744559.38	1744559.38	     0.00	     0.00	1498165.78	1744559.38	1228215.93	1009132.30	1744559.38	
nwh010.1	msa.2	min	  6616.31	  6713.09	     0.00	     0.00	 27764.31	  6616.31	 25438.67	   259.47	   259.47	
nwh010.1	msa.2	stddev	356303.06	455827.53	     0.00	     0.00	254964.11	399707.90	324562.26	195145.74	223091.28	
nwh011.1	msa.2	mean	854812.76	1511067.23	     0.00	317098.46	1224305.49	571806.43	942523.06	378795.06	451748.45	
nwh011.1	msa.2	max	2600718.01	2600718.01	     0.00	612827.38	2600718.01	1449045.28	2202578.83	2469196.12	2600718.01	
nwh011.1	msa.2	min	   686.52	351350.74	     0.00	 95747.01	 31852.81	  3429.03	   686.52	   101.35	   101.35	
nwh011.1	msa.2	stddev	553770.18	610277.66	     0.00	105570.33	577318.86	344533.84	533305.73	235352.57	351147.96	
nwh013.1	msa.2	mean	842964.17	878512.94	     0.00	     0.00	570740.38	933973.05	948222.08	455106.14	462904.27	
nwh013.1	msa.2	max	1766696.29	1766696.29	     0.00	     0.00	1572742.80	1766696.29	1676403.25	1751729.64	1766696.29	
nwh013.1	msa.2	min	 23230.91	 23230.91	     0.00	     0.00	 23230.91	 24137.45	 55910.16	   279.71	   279.71	
nwh013.1	msa.2	stddev	446279.04	473420.66	     0.00	     0.00	324655.30	433389.59	464727.34	250416.15	261563.67	
nwh016.1	msa.2	mean	1321086.21	1559411.88	     0.00	546143.54	1637087.44	1362539.66	997291.20	480240.43	600856.85	
nwh016.1	msa.2	max	3858558.22	3858558.22	     0.00	1201148.44	3126334.91	3858558.22	2252899.93	2076916.97	3858558.22	
nwh016.1	msa.2	min	 13068.14	 13068.14	     0.00	 18090.78	267084.57	 13068.14	 94314.04	   772.21	   772.21	
nwh016.1	msa.2	stddev	737638.37	771727.61	     0.00	216984.83	771826.60	765396.71	493542.19	287904.58	485717.13	
nwh018.1	msa.2	mean	728812.44	1446014.03	     0.00	281880.20	501429.20	740025.47	970892.14	424540.71	488247.05	
nwh018.1	msa.2	max	3750722.50	3750722.50	     0.00	928261.72	3750722.50	3405780.93	2741386.17	1844017.86	3750722.50	
nwh018.1	msa.2	min	  3112.68	 31013.43	     0.00	  3112.68	  3112.68	  3810.07	  4225.30	  1153.63	  1153.63	
nwh018.1	msa.2	stddev	688770.59	809026.70	     0.00	148582.24	661972.85	673230.47	667439.79	249642.96	404878.18	
nwh019.1	msa.2	mean	1115117.97	1539683.77	     0.00	314181.78	1142008.05	1180414.00	939925.30	295360.99	475828.88	
nwh019.1	msa.2	max	3728678.93	3728678.93	     0.00	582556.76	3536545.81	3728678.93	2364619.07	1479743.23	3728678.93	
nwh019.1	msa.2	min	   150.07	   150.07	     0.00	 17254.45	 48265.28	   150.07	  5915.80	   349.32	   150.07	
nwh019.1	msa.2	stddev	825551.08	926123.36	     0.00	 96340.91	832882.04	929887.35	487485.90	174444.12	537718.45	
uic002.1	msa.2	mean	565599.39	477012.57	     0.00	466428.13	533171.60	482432.19	781519.01	517936.00	520504.93	
uic002.1	msa.2	max	1440906.08	1006542.03	     0.00	1440906.08	915523.68	1111427.29	1440906.08	1573412.43	1573412.43	
uic002.1	msa.2	min	  3434.60	  3434.60	     0.00	 56210.76	 56210.76	  3434.60	  8779.43	   129.00	   129.00	
uic002.1	msa.2	stddev	304130.07	238998.99	     0.00	294909.20	199072.46	263940.57	381323.95	268736.68	271664.00	
uic002.2	msa.2	mean	1270532.39	1565810.19	     0.00	1210838.93	1059306.12	1331149.48	1306287.95	521311.03	531851.45	
uic002.2	msa.2	max	2709354.34	2743559.08	     0.00	1499318.23	1899871.03	2548341.09	2709354.34	2743559.08	2743559.08	
uic002.2	msa.2	min	 96767.83	433034.37	     0.00	1008227.41	706525.45	234944.93	 96767.83	   614.09	   614.09	
uic002.2	msa.2	stddev	572962.65	532380.87	     0.00	123959.16	214766.84	545742.97	753585.43	304033.38	321353.03	
uic005.1	msa.2	mean	627313.37	     0.00	     0.00	     0.00	530040.85	699039.66	609203.76	390272.35	427135.44	
uic005.1	msa.2	max	1171411.45	     0.00	     0.00	     0.00	1034199.52	1171411.45	1124190.44	1024988.28	1171411.45	
uic005.1	msa.2	min	  3791.78	     0.00	     0.00	     0.00	  3791.78	  5647.89	 41238.90	    48.44	    48.44	
uic005.1	msa.2	stddev	312097.59	     0.00	     0.00	     0.00	269847.42	333111.46	270705.83	201034.07	238026.52	
uic007.2	msa.2	mean	1226544.33	1733870.32	     0.00	     0.00	1391987.31	1036483.26	1424973.48	566624.71	682551.39	
uic007.2	msa.2	max	3453360.96	3453360.96	     0.00	     0.00	3453360.96	2361274.28	3094860.16	2851437.41	3453360.96	
uic007.2	msa.2	min	  4384.90	 11488.60	     0.00	     0.00	 13150.56	  8419.70	  4384.90	   353.88	   353.88	
uic007.2	msa.2	stddev	698137.99	776926.67	     0.00	     0.00	742347.00	573270.82	775872.56	288165.47	465977.72	
uic009.3	msa.2	mean	769553.86	1495108.90	     0.00	490039.51	1178078.25	619860.97	601794.24	356906.93	438980.76	
uic009.3	msa.2	max	2750456.19	2750456.19	     0.00	1018795.59	2750456.19	1497965.21	1565516.28	1325035.72	2750456.19	
uic009.3	msa.2	min	 13366.10	478859.91	     0.00	 50510.04	204385.34	 50510.04	 13366.10	   304.57	   304.57	
uic009.3	msa.2	stddev	461556.39	652250.62	     0.00	180300.61	595352.21	274795.65	250020.80	190125.78	313785.33	
uic010.1	msa.2	mean	859619.50	1078058.41	     0.00	313664.47	543903.40	887254.03	1151233.35	450761.82	496907.97	
